"","from","to","freq"
"1040","LAS","COS",98
"1041","LAX","COS",994
"1042","LEX","COS",1
"1043","MCI","COS",178
"1044","MEM","COS",117
"1045","MSP","COS",449
"1046","OMA","COS",1
"1047","ONT","COS",458
"1048","ORD","COS",1525
"1049","PHX","COS",1392
"1050","PUB","COS",2
"1051","SAN","COS",476
"1052","SFO","COS",364
"1053","SLC","COS",1073
"1054","SMF","COS",426
"1055","XNA","COS",1
"1056","DEN","CPR",1533
"1057","MSP","CPR",31
"1058","ORD","CPR",134
"1059","SLC","CPR",1006
"1060","ATL","CRP",5
"1061","DFW","CRP",2509
"1062","HOU","CRP",1932
"1063","IAH","CRP",823
"1064","ATL","CRW",1430
"1065","CVG","CRW",391
"1066","DEN","CRW",1
"1067","DTW","CRW",208
"1068","IAH","CRW",674
"1069","LNK","CRW",1
"1070","ORD","CRW",708
"1071","ATL","CSG",1481
"1072","ABE","CVG",247
"1073","ABQ","CVG",260
"1074","ALB","CVG",914
"1075","ANC","CVG",90
"1076","ATL","CVG",2810
"1077","ATW","CVG",697
"1078","AUS","CVG",653
"1079","AVL","CVG",167
"1080","AVP","CVG",356
"1081","AZO","CVG",148
"1082","BDL","CVG",1187
"1083","BGR","CVG",129
"1084","BHM","CVG",598
"1085","BNA","CVG",769
"1086","BOS","CVG",1937
"1087","BTR","CVG",2
"1088","BTV","CVG",153
"1089","BUF","CVG",160
"1090","BWI","CVG",1228
"1091","CAE","CVG",927
"1092","CAK","CVG",40
"1093","CHA","CVG",132
"1094","CHO","CVG",36
"1095","CHS","CVG",786
"1096","CID","CVG",874
"1097","CLE","CVG",493
"1098","CLT","CVG",877
"1099","CMH","CVG",1185
"1100","COS","CVG",104
"1101","CRW","CVG",391
"1102","DAB","CVG",6
"1103","DAY","CVG",755
"1104","DCA","CVG",1841
"1105","DEN","CVG",1384
"1106","DFW","CVG",3244
"1107","DSM","CVG",982
"1108","DTW","CVG",3099
"1109","EGE","CVG",30
"1110","EVV","CVG",136
"1111","EWR","CVG",3095
"1112","FLL","CVG",687
"1113","FSD","CVG",555
"1114","GRB","CVG",447
"1115","GRR","CVG",1387
"1116","GSO","CVG",1097
"1117","GSP","CVG",456
"1118","HPN","CVG",126
"1119","HSV","CVG",787
"1120","HTS","CVG",158
"1121","IAD","CVG",783
"1122","IAH","CVG",2045
"1123","ILM","CVG",146
"1124","IND","CVG",507
"1125","JAC","CVG",13
"1126","JAN","CVG",121
"1127","JAX","CVG",1110
"1128","JFK","CVG",1346
"1129","LAN","CVG",486
"1130","LAS","CVG",920
"1131","LAX","CVG",1144
"1132","LEX","CVG",1539
"1133","LGA","CVG",3635
"1134","LIT","CVG",49
"1135","MCI","CVG",1491
"1136","MCO","CVG",1304
"1137","MDT","CVG",1008
"1138","MEM","CVG",1225
"1139","MHT","CVG",777
"1140","MIA","CVG",1045
"1141","MKE","CVG",840
"1142","MSN","CVG",259
"1143","MSP","CVG",1760
"1144","MSY","CVG",193
"1145","MYR","CVG",13
"1146","OKC","CVG",769
"1147","OMA","CVG",1002
"1148","ORD","CVG",5993
"1149","ORF","CVG",499
"1150","PBI","CVG",390
"1151","PDX","CVG",311
"1152","PFN","CVG",36
"1153","PHL","CVG",1583
"1154","PHX","CVG",463
"1155","PIT","CVG",1288
"1156","PVD","CVG",958
"1157","PWM","CVG",563
"1158","RDU","CVG",1317
"1159","RIC","CVG",779
"1160","ROA","CVG",2
"1161","ROC","CVG",724
"1162","RSW","CVG",539
"1163","SAN","CVG",573
"1164","SAT","CVG",882
"1165","SAV","CVG",731
"1166","SBN","CVG",12
"1167","SCE","CVG",23
"1168","SDF","CVG",639
"1169","SEA","CVG",791
"1170","SFO","CVG",782
"1171","SGF","CVG",247
"1172","SLC","CVG",1620
"1173","SNA","CVG",285
"1174","SRQ","CVG",445
"1175","STL","CVG",346
"1176","SYR","CVG",831
"1177","TOL","CVG",21
"1178","TPA","CVG",1101
"1179","TRI","CVG",249
"1180","TUL","CVG",883
"1181","TVC","CVG",129
"1182","TYS","CVG",954
"1183","VPS","CVG",103
"1184","XNA","CVG",101
"1185","DSM","CWA",1
"1186","DTW","CWA",549
"1187","MKE","CWA",285
"1188","MSP","CWA",13
"1189","ORD","CWA",1715
"1190","DEN","CYS",1
"1191","SLC","CYS",1
"1192","ATL","DAB",2413
"1193","BWI","DAB",32
"1194","CLE","DAB",12
"1195","CLT","DAB",23
"1196","CVG","DAB",6
"1197","EWR","DAB",311
"1198","LGA","DAB",159
"1199","ABQ","DAL",3078
"1200","AMA","DAL",2669
"1201","AUS","DAL",5573
"1202","BHM","DAL",1074
"1203","ELP","DAL",2290
"1204","HOU","DAL",9766
"1205","HRL","DAL",33
"1206","IAH","DAL",3730
"1207","LBB","DAL",2679
"1208","LIT","DAL",2327
"1209","MAF","DAL",1995
"1210","MCI","DAL",3943
"1211","MSY","DAL",2079
"1212","OKC","DAL",1687
"1213","ORD","DAL",1007
"1214","SAT","DAL",4999
"1215","STL","DAL",2718
"1216","TUL","DAL",2284
"1217","ATL","DAY",4372
"1218","BWI","DAY",982
"1219","CLE","DAY",869
"1220","CVG","DAY",746
"1221","DEN","DAY",850
"1222","DFW","DAY",1038
"1223","DTW","DAY",1322
"1224","EWR","DAY",946
"1225","IAD","DAY",52
"1226","IAH","DAY",859
"1227","LAS","DAY",42
"1228","LEX","DAY",1
"1229","MCO","DAY",416
"1230","MKE","DAY",608
"1231","MSP","DAY",692
"1232","ORD","DAY",1786
"1233","TPA","DAY",204
"1234","ORD","DBQ",1347
"1235","ALB","DCA",327
"1236","ATL","DCA",7289
"1237","BDL","DCA",1182
"1238","BNA","DCA",1403
"1239","BOS","DCA",8899
"1240","BTR","DCA",129
"1241","BUF","DCA",312
"1242","CHO","DCA",1
"1243","CLE","DCA",934
"1244","CLT","DCA",2988
"1245","CMH","DCA",77
"1246","CVG","DCA",2015
"1247","DEN","DCA",1428
"1248","DFW","DCA",3965
"1249","DSM","DCA",272
"1250","DTW","DCA",2986
"1251","EWR","DCA",2269
"1252","FLL","DCA",1339
"1253","GRR","DCA",307
"1254","HSV","DCA",577
"1255","IAD","DCA",1
"1256","IAH","DCA",2941
"1257","IND","DCA",968
"1258","JAN","DCA",293
"1259","JAX","DCA",896
"1260","JFK","DCA",2941
"1261","LAS","DCA",366
"1262","LAX","DCA",366
"1263","LEX","DCA",304
"1264","LGA","DCA",11063
"1265","MCO","DCA",1845
"1266","MDT","DCA",1
"1267","MEM","DCA",1043
"1268","MHT","DCA",288
"1269","MIA","DCA",2982
"1270","MKE","DCA",122
"1271","MSN","DCA",287
"1272","MSP","DCA",2194
"1273","MSY","DCA",430
"1274","ORD","DCA",7430
"1275","PBI","DCA",909
"1276","PHL","DCA",584
"1277","PHX","DCA",1080
"1278","PIT","DCA",7
"1279","PLN","DCA",1
"1280","PVD","DCA",672
"1281","RDU","DCA",2772
"1282","RIC","DCA",2
"1283","RSW","DCA",708
"1284","SEA","DCA",727
"1285","SLC","DCA",365
"1286","SRQ","DCA",12
"1287","STL","DCA",1296
"1288","SYR","DCA",313
"1289","TPA","DCA",1554
"1290","XNA","DCA",209
"1291","ABQ","DEN",4318
"1292","AMA","DEN",729
"1293","ANC","DEN",451
"1294","ASE","DEN",3992
"1295","ATL","DEN",5726
"1296","AUS","DEN",2673
"1297","BDL","DEN",214
"1298","BFL","DEN",533
"1299","BHM","DEN",666
"1300","BIL","DEN",1628
"1301","BIS","DEN",1239
"1302","BNA","DEN",2529
"1303","BOI","DEN",2064
"1304","BOS","DEN",2077
"1305","BTR","DEN",1
"1306","BUR","DEN",944
"1307","BWI","DEN",2664
"1308","BZN","DEN",1293
"1309","CAK","DEN",779
"1310","CID","DEN",798
"1311","CLE","DEN",976
"1312","CLT","DEN",1925
"1313","CMH","DEN",385
"1314","COD","DEN",481
"1315","COS","DEN",4193
"1316","CPR","DEN",1536
"1317","CVG","DEN",1384
"1318","DAY","DEN",838
"1319","DCA","DEN",1429
"1320","DFW","DEN",8193
"1321","DRO","DEN",2475
"1322","DSM","DEN",1704
"1323","DTW","DEN",2919
"1324","EGE","DEN",1674
"1325","ELP","DEN",1060
"1326","EUG","DEN",726
"1327","EWR","DEN",2209
"1328","FAR","DEN",1263
"1329","FAT","DEN",1265
"1330","FCA","DEN",668
"1331","FLL","DEN",903
"1332","FSD","DEN",1429
"1333","GCC","DEN",695
"1334","GEG","DEN",1436
"1335","GJT","DEN",2463
"1336","GRB","DEN",1
"1337","GRR","DEN",346
"1338","GTF","DEN",869
"1339","GUC","DEN",831
"1340","HDN","DEN",1314
"1341","HLN","DEN",412
"1342","HNL","DEN",366
"1343","HOU","DEN",1063
"1344","HSV","DEN",653
"1345","IAD","DEN",2984
"1346","IAH","DEN",4584
"1347","ICT","DEN",1578
"1348","IDA","DEN",980
"1349","IND","DEN",2089
"1350","JAC","DEN",1443
"1351","JAX","DEN",118
"1352","JFK","DEN",1082
"1353","KOA","DEN",45
"1354","LAS","DEN",8165
"1355","LAX","DEN",8894
"1356","LGA","DEN",2970
"1357","LIH","DEN",45
"1358","LIT","DEN",118
"1359","LNK","DEN",1204
"1360","MCI","DEN",5256
"1361","MCO","DEN",2997
"1362","MDW","DEN",4325
"1363","MEM","DEN",1731
"1364","MFR","DEN",365
"1365","MIA","DEN",809
"1366","MKE","DEN",1449
"1367","MLI","DEN",719
"1368","MRY","DEN",365
"1369","MSN","DEN",943
"1370","MSO","DEN",1107
"1371","MSP","DEN",5374
"1372","MSY","DEN",1176
"1373","MTJ","DEN",1591
"1374","OAK","DEN",3101
"1375","OGG","DEN",163
"1376","OKC","DEN",2848
"1377","OMA","DEN",3231
"1378","ONT","DEN",1544
"1379","ORD","DEN",5773
"1380","PBI","DEN",95
"1381","PDX","DEN",4654
"1382","PHL","DEN",2961
"1383","PHX","DEN",8402
"1384","PIA","DEN",362
"1385","PIT","DEN",859
"1386","PSC","DEN",940
"1387","PSP","DEN",998
"1388","RAP","DEN",2309
"1389","RDM","DEN",12
"1390","RDU","DEN",470
"1391","RFD","DEN",290
"1392","RKS","DEN",545
"1393","RNO","DEN",1353
"1394","RSW","DEN",222
"1395","SAN","DEN",5263
"1396","SAT","DEN",2510
"1397","SBA","DEN",840
"1398","SDF","DEN",384
"1399","SEA","DEN",6623
"1400","SFO","DEN",5374
"1401","SGF","DEN",777
"1402","SJC","DEN",3670
"1403","SLC","DEN",9269
"1404","SMF","DEN",3327
"1405","SNA","DEN",3326
"1406","STL","DEN",2430
"1407","TPA","DEN",1692
"1408","TUL","DEN",1631
"1409","TUS","DEN",2029
"1410","TVC","DEN",89
"1411","TYS","DEN",511
"1412","XNA","DEN",685
"1413","ABI","DFW",2660
"1414","ABQ","DFW",2888
"1415","ACT","DFW",1993
"1416","AEX","DFW",1005
"1417","AMA","DFW",2556
"1418","ANC","DFW",153
"1419","ATL","DFW",9847
"1420","AUS","DFW",5506
"1421","BDL","DFW",1065
"1422","BHM","DFW",1287
"1423","BMI","DFW",60
"1424","BNA","DFW",2859
"1425","BOS","DFW",3036
"1426","BTR","DFW",2922
"1427","BUF","DFW",93
"1428","BUR","DFW",1376
"1429","BWI","DFW",2311
"1430","CAE","DFW",1157
"1431","CHA","DFW",426
"1432","CHS","DFW",1155
"1433","CID","DFW",1897
"1434","CLE","DFW",1656
"1435","CLL","DFW",1105
"1436","CLT","DFW",3796
"1437","CMH","DFW",1694
"1438","CMI","DFW",366
"1439","COS","DFW",2036
"1440","CRP","DFW",2510
"1441","CVG","DFW",3244
"1442","DAY","DFW",1037
"1443","DCA","DFW",3965
"1444","DEN","DFW",8268
"1445","DSM","DFW",2137
"1446","DTW","DFW",2799
"1447","EGE","DFW",457
"1448","ELP","DFW",2901
"1449","EVV","DFW",366
"1450","EWR","DFW",3729
"1451","FAT","DFW",730
"1452","FLL","DFW",2298
"1453","FNT","DFW",246
"1454","FSM","DFW",1826
"1455","FWA","DFW",713
"1456","GGG","DFW",978
"1457","GJT","DFW",599
"1458","GPT","DFW",1157
"1459","GRK","DFW",2565
"1460","GRR","DFW",795
"1461","GSO","DFW",1037
"1462","GSP","DFW",1436
"1463","GUC","DFW",111
"1464","HDN","DFW",127
"1465","HNL","DFW",732
"1466","HOU","DFW",2425
"1467","HSV","DFW",1717
"1468","IAD","DFW",2009
"1469","IAH","DFW",5539
"1470","ICT","DFW",1794
"1471","IND","DFW",2087
"1472","JAC","DFW",214
"1473","JAN","DFW",2605
"1474","JAX","DFW",1366
"1475","JFK","DFW",834
"1476","LAS","DFW",4959
"1477","LAW","DFW",1826
"1478","LAX","DFW",6571
"1479","LBB","DFW",3015
"1480","LEX","DFW",907
"1481","LFT","DFW",1182
"1482","LGA","DFW",5372
"1483","LIT","DFW",3245
"1484","LRD","DFW",1401
"1485","MAF","DFW",1778
"1486","MCI","DFW",2877
"1487","MCO","DFW",4114
"1488","MDT","DFW",274
"1489","MEM","DFW",2458
"1490","MFE","DFW",1441
"1491","MIA","DFW",3346
"1492","MKE","DFW",747
"1493","MLI","DFW",587
"1494","MLU","DFW",966
"1495","MOB","DFW",1399
"1496","MSN","DFW",947
"1497","MSP","DFW",2851
"1498","MSY","DFW",2501
"1499","MTJ","DFW",232
"1500","OAK","DFW",725
"1501","OGG","DFW",366
"1502","OKC","DFW",2845
"1503","OMA","DFW",1748
"1504","ONT","DFW",1742
"1505","ORD","DFW",8093
"1506","ORF","DFW",1035
"1507","PBI","DFW",854
"1508","PDX","DFW",1577
"1509","PHL","DFW",3485
"1510","PHX","DFW",5387
"1511","PIA","DFW",634
"1512","PIT","DFW",2140
"1513","PNS","DFW",2024
"1514","PSP","DFW",1096
"1515","RDU","DFW",2347
"1516","RIC","DFW",1041
"1517","RNO","DFW",1095
"1518","ROC","DFW",177
"1519","ROW","DFW",961
"1520","RSW","DFW",919
"1521","SAN","DFW",3528
"1522","SAT","DFW",5413
"1523","SAV","DFW",795
"1524","SBA","DFW",366
"1525","SDF","DFW",1386
"1526","SEA","DFW",3917
"1527","SFO","DFW",3487
"1528","SGF","DFW",3228
"1529","SHV","DFW",3579
"1530","SJC","DFW",2264
"1531","SJT","DFW",1316
"1532","SJU","DFW",986
"1533","SLC","DFW",3149
"1534","SMF","DFW",1347
"1535","SNA","DFW",3656
"1536","SPS","DFW",1834
"1537","STL","DFW",3597
"1538","SYR","DFW",178
"1539","TPA","DFW",2804
"1540","TUL","DFW",3260
"1541","TUS","DFW",2676
"1542","TXK","DFW",1250
"1543","TYR","DFW",1585
"1544","TYS","DFW",1506
"1545","VPS","DFW",1968
"1546","XNA","DFW",2781
"1547","ATL","DHN",1397
"1548","AKN","DLG",38
"1549","ANC","DLG",78
"1550","DTW","DLH",722
"1551","MSP","DLH",1290
"1552","DEN","DRO",2473
"1553","PHX","DRO",811
"1554","SLC","DRO",386
"1555","ATL","DSM",1114
"1556","ATW","DSM",1
"1557","AUS","DSM",1
"1558","CID","DSM",1
"1559","CLE","DSM",139
"1560","CVG","DSM",983
"1561","DCA","DSM",272
"1562","DEN","DSM",1404
"1563","DFW","DSM",2134
"1564","DTW","DSM",977
"1565","GRB","DSM",1
"1566","IAH","DSM",688
"1567","LAX","DSM",177
"1568","LGA","DSM",705
"1569","MEM","DSM",813
"1570","MKE","DSM",723
"1571","MSN","DSM",1
"1572","MSP","DSM",929
"1573","OMA","DSM",1
"1574","ORD","DSM",4823
"1575","PHX","DSM",749
"1576","SLC","DSM",3
"1577","ABE","DTW",997
"1578","ALB","DTW",1013
"1579","ANC","DTW",96
"1580","ATL","DTW",5612
"1581","ATW","DTW",1020
"1582","AUS","DTW",1
"1583","AVL","DTW",768
"1584","AVP","DTW",722
"1585","AZO","DTW",1177
"1586","BDL","DTW",1516
"1587","BGM","DTW",728
"1588","BGR","DTW",801
"1589","BHM","DTW",892
"1590","BNA","DTW",2708
"1591","BOS","DTW",2306
"1592","BTV","DTW",826
"1593","BUF","DTW",1510
"1594","BWI","DTW",3105
"1595","BZN","DTW",19
"1596","CAE","DTW",713
"1597","CAK","DTW",1044
"1598","CHA","DTW",72
"1599","CHS","DTW",756
"1600","CID","DTW",946
"1601","CLE","DTW",1359
"1602","CLT","DTW",2701
"1603","CMH","DTW",1909
"1604","CRW","DTW",208
"1605","CVG","DTW",3023
"1606","CWA","DTW",549
"1607","DAY","DTW",1322
"1608","DCA","DTW",2982
"1609","DEN","DTW",2913
"1610","DFW","DTW",2792
"1611","DLH","DTW",721
"1612","DSM","DTW",956
"1613","ELM","DTW",1336
"1614","ERI","DTW",1398
"1615","EVV","DTW",1342
"1616","EWR","DTW",4419
"1617","FLL","DTW",1320
"1618","FNT","DTW",1522
"1619","FWA","DTW",1202
"1620","GRB","DTW",1224
"1621","GRR","DTW",2655
"1622","GSO","DTW",1245
"1623","GSP","DTW",1238
"1624","HPN","DTW",666
"1625","HSV","DTW",702
"1626","IAD","DTW",1684
"1627","IAH","DTW",2742
"1628","ICT","DTW",241
"1629","IND","DTW",2558
"1630","ITH","DTW",132
"1631","JAN","DTW",689
"1632","JAX","DTW",508
"1633","JFK","DTW",1848
"1634","LAN","DTW",1641
"1635","LAS","DTW",2036
"1636","LAX","DTW",1972
"1637","LEX","DTW",1656
"1638","LGA","DTW",4601
"1639","LIT","DTW",361
"1640","LNK","DTW",320
"1641","MBS","DTW",1460
"1642","MCI","DTW",1252
"1643","MCO","DTW",3477
"1644","MDT","DTW",542
"1645","MDW","DTW",3070
"1646","MEM","DTW",2205
"1647","MHT","DTW",846
"1648","MIA","DTW",1228
"1649","MKE","DTW",1905
"1650","MLI","DTW",755
"1651","MSN","DTW",1603
"1652","MSP","DTW",5459
"1653","MSY","DTW",53
"1654","MYR","DTW",287
"1655","OKC","DTW",604
"1656","OMA","DTW",1324
"1657","ORD","DTW",7602
"1658","ORF","DTW",968
"1659","PBI","DTW",472
"1660","PDX","DTW",250
"1661","PHL","DTW",2760
"1662","PHX","DTW",2929
"1663","PIA","DTW",701
"1664","PIT","DTW",1511
"1665","PLN","DTW",263
"1666","PVD","DTW",1105
"1667","PWM","DTW",67
"1668","RDU","DTW",1368
"1669","RIC","DTW",700
"1670","ROA","DTW",748
"1671","ROC","DTW",864
"1672","RST","DTW",171
"1673","RSW","DTW",1144
"1674","SAN","DTW",580
"1675","SAT","DTW",642
"1676","SAV","DTW",509
"1677","SBN","DTW",1638
"1678","SCE","DTW",500
"1679","SDF","DTW",1011
"1680","SEA","DTW",1172
"1681","SFO","DTW",1160
"1682","SGF","DTW",363
"1683","SHV","DTW",360
"1684","SJU","DTW",172
"1685","SLC","DTW",573
"1686","SRQ","DTW",219
"1687","STL","DTW",2455
"1688","SWF","DTW",724
"1689","SYR","DTW",1015
"1690","TPA","DTW",1452
"1691","TUL","DTW",726
"1692","TVC","DTW",1210
"1693","TYS","DTW",1424
"1694","XNA","DTW",361
"1695","ATL","EGE",110
"1696","CLT","EGE",13
"1697","CVG","EGE",30
"1698","DEN","EGE",1673
"1699","DFW","EGE",457
"1700","EWR","EGE",207
"1701","IAH","EGE",124
"1702","JFK","EGE",14
"1703","LAX","EGE",107
"1704","LGA","EGE",16
"1705","MIA","EGE",43
"1706","MSP","EGE",112
"1707","ORD","EGE",197
"1708","SLC","EKO",1579
"1709","DTW","ELM",1336
"1710","ABQ","ELP",799
"1711","ATL","ELP",575
"1712","AUS","ELP",1349
"1713","DAL","ELP",2282
"1714","DEN","ELP",1060
"1715","DFW","ELP",2900
"1716","HOU","ELP",1032
"1717","IAH","ELP",1136
"1718","LAS","ELP",1042
"1719","LAX","ELP",1076
"1720","LBB","ELP",364
"1721","ONT","ELP",382
"1722","ORD","ELP",670
"1723","PHX","ELP",4155
"1724","SAN","ELP",366
"1725","SAT","ELP",1332
"1726","SLC","ELP",120
"1727","TUS","ELP",88
"1728","DTW","ERI",1398
"1729","DEN","EUG",726
"1730","LAS","EUG",162
"1731","LAX","EUG",305
"1732","PDX","EUG",1551
"1733","PHX","EUG",371
"1734","SFO","EUG",1923
"1735","SLC","EUG",714
"1736","ATL","EVV",1150
"1737","CVG","EVV",135
"1738","DFW","EVV",365
"1739","DTW","EVV",1342
"1740","MEM","EVV",904
"1741","ORD","EVV",1944
"1742","ATL","EWN",791
"1743","ABQ","EWR",167
"1744","ACK","EWR",234
"1745","ALB","EWR",611
"1746","ATL","EWR",8028
"1747","AUS","EWR",949
"1748","AVL","EWR",658
"1749","BDL","EWR",766
"1750","BGR","EWR",536
"1751","BHM","EWR",668
"1752","BNA","EWR",1836
"1753","BOS","EWR",3883
"1754","BQN","EWR",366
"1755","BTV","EWR",879
"1756","BUF","EWR",1469
"1757","BWI","EWR",507
"1758","CAE","EWR",684
"1759","CHS","EWR",1284
"1760","CLE","EWR",2105
"1761","CLT","EWR",5953
"1762","CMH","EWR",1646
"1763","CVG","EWR",3094
"1764","DAB","EWR",311
"1765","DAY","EWR",948
"1766","DCA","EWR",2289
"1767","DEN","EWR",2189
"1768","DFW","EWR",3728
"1769","DTW","EWR",4374
"1770","EGE","EWR",207
"1771","FLL","EWR",4431
"1772","GRR","EWR",582
"1773","GSO","EWR",1093
"1774","GSP","EWR",1040
"1775","HDN","EWR",15
"1776","HNL","EWR",362
"1777","HPN","EWR",1
"1778","IAD","EWR",1790
"1779","IAH","EWR",3970
"1780","IND","EWR",1717
"1781","JAN","EWR",121
"1782","JAX","EWR",1581
"1783","LAS","EWR",2341
"1784","LAX","EWR",3249
"1785","LEX","EWR",390
"1786","LIT","EWR",331
"1787","MCI","EWR",1799
"1788","MCO","EWR",4977
"1789","MDW","EWR",278
"1790","MEM","EWR",1170
"1791","MHT","EWR",1353
"1792","MIA","EWR",2873
"1793","MKE","EWR",2524
"1794","MSN","EWR",313
"1795","MSP","EWR",3144
"1796","MSY","EWR",1129
"1797","MTJ","EWR",21
"1798","MYR","EWR",234
"1799","OKC","EWR",361
"1800","OMA","EWR",1080
"1801","ORD","EWR",7174
"1802","ORF","EWR",380
"1803","PBI","EWR",2770
"1804","PDX","EWR",692
"1805","PHL","EWR",19
"1806","PHX","EWR",2579
"1807","PIT","EWR",671
"1808","PSE","EWR",17
"1809","PVD","EWR",1102
"1810","PWM","EWR",741
"1811","RDU","EWR",2394
"1812","RIC","EWR",1576
"1813","ROC","EWR",933
"1814","RSW","EWR",1874
"1815","SAN","EWR",1180
"1816","SAT","EWR",954
"1817","SAV","EWR",1127
"1818","SDF","EWR",1037
"1819","SEA","EWR",2026
"1820","SFO","EWR",3137
"1821","SJC","EWR",200
"1822","SJU","EWR",1582
"1823","SLC","EWR",812
"1824","SNA","EWR",954
"1825","SRQ","EWR",399
"1826","STL","EWR",1725
"1827","STT","EWR",232
"1828","SYR","EWR",1002
"1829","TPA","EWR",2837
"1830","TUL","EWR",344
"1831","TUS","EWR",186
"1832","TYS","EWR",651
"1833","XNA","EWR",545
"1834","ATL","EYW",974
"1835","MCO","EYW",35
"1836","ANC","FAI",3217
"1837","BRW","FAI",364
"1838","MSP","FAI",205
"1839","SEA","FAI",956
"1840","SLC","FAI",80
"1841","AZO","FAR",1
"1842","DEN","FAR",1246
"1843","MKE","FAR",1
"1844","MSP","FAR",1744
"1845","ORD","FAR",1344
"1846","SLC","FAR",95
"1847","XNA","FAR",1
"1848","BFL","FAT",1
"1849","CIC","FAT",1
"1850","COS","FAT",1
"1851","DEN","FAT",1266
"1852","DFW","FAT",730
"1853","EUG","FAT",1
"1854","LAS","FAT",2101
"1855","LAX","FAT",4045
"1856","LGB","FAT",431
"1857","ONT","FAT",238
"1858","PHX","FAT",1618
"1859","PSP","FAT",1
"1860","SAN","FAT",582
"1861","SBP","FAT",1
"1862","SFO","FAT",2410
"1863","SJC","FAT",1
"1864","SLC","FAT",849
"1865","ATL","FAY",2173
"1866","CLT","FAY",95
"1867","ATL","FCA",25
"1868","DEN","FCA",668
"1869","MSP","FCA",209
"1870","ORD","FCA",104
"1871","SFO","FCA",12
"1872","SLC","FCA",1742
"1873","PHX","FLG",1871
"1874","ALB","FLL",60
"1875","ATL","FLL",7665
"1876","AUS","FLL",481
"1877","BDL","FLL",546
"1878","BNA","FLL",738
"1879","BOS","FLL",2476
"1880","BUF","FLL",672
"1881","BWI","FLL",2710
"1882","CAK","FLL",8
"1883","CLE","FLL",618
"1884","CLT","FLL",3295
"1885","CVG","FLL",683
"1886","DCA","FLL",1361
"1887","DEN","FLL",908
"1888","DFW","FLL",2296
"1889","DTW","FLL",1321
"1890","EWR","FLL",4432
"1891","GPT","FLL",366
"1892","HOU","FLL",723
"1893","HPN","FLL",1021
"1894","IAD","FLL",1174
"1895","IAH","FLL",1933
"1896","IND","FLL",578
"1897","ISP","FLL",1087
"1898","JAX","FLL",1809
"1899","JFK","FLL",4696
"1900","LAS","FLL",677
"1901","LAX","FLL",373
"1902","LGA","FLL",3152
"1903","LGB","FLL",332
"1904","MCI","FLL",60
"1905","MCO","FLL",2074
"1906","MDW","FLL",1621
"1907","MEM","FLL",479
"1908","MHT","FLL",246
"1909","MIA","FLL",1
"1910","MKE","FLL",43
"1911","MSP","FLL",475
"1912","MSY","FLL",594
"1913","OAK","FLL",13
"1914","ORD","FLL",1583
"1915","PHF","FLL",310
"1916","PHL","FLL",2977
"1917","PHX","FLL",620
"1918","PIT","FLL",507
"1919","PNS","FLL",145
"1920","PSE","FLL",45
"1921","PVD","FLL",425
"1922","RDU","FLL",696
"1923","RIC","FLL",366
"1924","ROC","FLL",114
"1925","SJU","FLL",764
"1926","SLC","FLL",242
"1927","STL","FLL",472
"1928","SWF","FLL",476
"1929","SYR","FLL",328
"1930","TLH","FLL",261
"1931","TPA","FLL",3051
"1932","ATL","FLO",614
"1933","ATL","FNT",3132
"1934","DFW","FNT",245
"1935","DTW","FNT",1519
"1936","LAS","FNT",91
"1937","LGA","FNT",392
"1938","MCO","FNT",455
"1939","MKE","FNT",839
"1940","MKG","FNT",109
"1941","MSP","FNT",355
"1942","ORD","FNT",1265
"1943","RSW","FNT",149
"1944","TPA","FNT",200
"1945","ATL","FSD",135
"1946","BNA","FSD",2
"1947","CVG","FSD",555
"1948","DEN","FSD",1474
"1949","MSP","FSD",1925
"1950","ORD","FSD",1724
"1951","SGF","FSD",1
"1952","SLC","FSD",7
"1953","ATL","FSM",632
"1954","DFW","FSM",1825
"1955","MEM","FSM",479
"1956","ATL","FWA",1028
"1957","DFW","FWA",713
"1958","DTW","FWA",1202
"1959","MSP","FWA",242
"1960","ORD","FWA",2956
"1961","DEN","GCC",695
"1962","RKS","GCC",58
"1963","SLC","GCC",293
"1964","BOI","GEG",1042
"1965","DEN","GEG",1440
"1966","LAS","GEG",753
"1967","LAX","GEG",428
"1968","LGB","GEG",1
"1969","MSP","GEG",826
"1970","OAK","GEG",726
"1971","ONT","GEG",440
"1972","ORD","GEG",327
"1973","PDX","GEG",1311
"1974","PHX","GEG",777
"1975","RNO","GEG",214
"1976","SAN","GEG",452
"1977","SEA","GEG",4346
"1978","SLC","GEG",1947
"1979","SMF","GEG",371
"1980","TUS","GEG",151
"1981","MSP","GFK",1371
"1982","BOS","GGG",1
"1983","DFW","GGG",971
"1984","ASE","GJT",1
"1985","BOI","GJT",1
"1986","DEN","GJT",2469
"1987","DFW","GJT",600
"1988","DSM","GJT",2
"1989","LAX","GJT",8
"1990","ONT","GJT",1
"1991","ORD","GJT",13
"1992","PHX","GJT",1037
"1993","PSP","GJT",1
"1994","SFO","GJT",2
"1995","SLC","GJT",1062
"1996","TUL","GJT",2
"1997","YUM","GJT",1
"1998","ATL","GNV",2064
"1999","ATL","GPT",3441
"2000","DFW","GPT",1155
"2001","FLL","GPT",366
"2002","IAH","GPT",1908
"2003","MEM","GPT",1088
"2004","ORD","GPT",214
"2005","TPA","GPT",366
"2006","ATL","GRB",93
"2007","BDL","GRB",1
"2008","CMH","GRB",1
